"","id10","N","dec10","grp10","anio"
"440","R456",2,"Violencia fisica","",2001
"441","R500",1,"Fiebre con escalofrio","",2001
"442","R509",13,"Fiebre, no especificada","",2001
"443","R568",1,"Otras convulsiones y las no especificadas","",2001
"444","R570",1,"Choque cardiogenico","",2001
"445","R600",1,"Edema localizado","",2001
"446","R609",2,"Edema, no especificado","",2001
"447","S022",1,"Fractura de los huesos de la nariz","",2001
"448","S024",1,"Fractura del malar y del hueso maxilar superior","",2001
"449","S026",1,"Fractura del maxilar inferior","",2001
"450","S029",1,"Fractura del craneo y de los huesos de la cara, parte no especificada","",2001
"451","S060",1,"Concusion","",2001
"452","S062",3,"Traumatismo cerebral difuso","",2001
"453","S065",2,"Hemorragia subdural traumatica","",2001
"454","S069",18,"Traumatismo intracraneal, no especificado","",2001
"455","S099",1,"Traumatismo de la cabeza, no especificado","",2001
"456","S202",1,"Contusion del torax","",2001
"457","S208",1,"Traumatismo superficial de otras partes y de las no especificadas del torax","",2001
"458","S210",1,"Herida de la mama","",2001
"459","S219",2,"Heridas del torax, parte no especificada","",2001
"460","S222",1,"Fractura de esternon","",2001
"461","S301",1,"Contusion de la pared abdominal","",2001
"462","S314",1,"Herida de la vagina y de la vulva","",2001
"463","S318",3,"Heridas de otras partes y de las no especificadas del abdomen","",2001
"464","S320",3,"Fractura de vertebra lumbar","",2001
"465","S335",1,"Esguinces y torceduras de la columna lumbar","",2001
"466","S342",1,"Traumatismo de raiz nerviosa de la columna lumbar y sacra","",2001
"467","S361",1,"Traumatismo del higado y de la vesicula biliar","",2001
"468","S422",1,"Fractura de la epifisis superior del humero","",2001
"469","S423",6,"Fractura de la diafisis del humero","",2001
"470","S424",1,"Fractura de la epifisis inferior del humero","",2001
"471","S520",2,"Fractura de la epifisis superior del cubito","",2001
"472","S525",1,"Fractura de la epifisis inferior del radio","",2001
"473","S529",3,"Fractura del antebrazo, parte no especificada","",2001
"474","S541",1,"Traumatismo del nervio mediano a nivel del antebrazo","",2001
"475","S610",4,"Herida de dedo(s) de la mano, sin daño de la(s) uña(s)","",2001
"476","S619",1,"Herida de la muñeca y de la mano, parte no especificada","",2001
"477","S623",2,"Fractura de otros huesos metacarpianos","",2001
"478","S625",1,"Fractura del pulgar","",2001
"479","S626",2,"Fractura de otro dedo de la mano","",2001
"480","S628",4,"Fractura de otras partes y de las no especificadas de la muñeca y de la mano","",2001
"481","S636",1,"Esguinces y torceduras de dedo(s) de la mano","",2001
"482","S670",1,"Traumatismo por aplastamiento del pulgar y otro(s) dedo(s)","",2001
"483","S680",1,"Amputacion traumatica del pulgar (completa) (parcial)","",2001
"484","S681",1,"Amputacion traumatica de otro dedo unico (completa) (parcial)","",2001
"485","S711",1,"Herida del muslo","",2001
"486","S720",2,"Fractura del cuello del femur","",2001
"487","S728",1,"Fractura de otras partes del femur","",2001
"488","S731",1,"Esguinces y torceduras de la cadera","",2001
"489","S820",2,"Fractura de la rotula","",2001
"490","S822",2,"Fractura de la diafisis de la tibia","",2001
"491","S825",1,"Fractura del maleolo interno","",2001
"492","S828",8,"Fractura de otras partes de la pierna","",2001
"493","S829",1,"Fractura de la pierna, parte no especificada","",2001
"494","S836",1,"Esguinces y torceduras de otras partes y las no especificadas de la rodilla","",2001
"495","S860",2,"Traumatismo del tendon de aquiles","",2001
"496","S910",1,"Herida del tobillo","",2001
"497","S923",2,"Fractura de hueso del metatarso","",2001
"498","S925",1,"Fractura de los huesos de otro(s) dedo(s) del pie","",2001
"499","S929",1,"Fractura del pie, no especificada","",2001
"500","S930",1,"Luxacion de la articulacion del tobillo","",2001
"501","S934",1,"Esguinces y torceduras del tobillo","",2001
"502","T009",11,"Traumatismos superficiales multiples, no especificados","",2001
"503","T026",1,"Fracturas que afectan multiples regiones de miembro(s) superior(es) con miembro(s) inferior(es)","",2001
"504","T029",2,"Fracturas multiples, no especificados","",2001
"505","T038",1,"Luxaciones, torceduras y esguinces que afectan otras combinaciones de regiones del cuerpo","",2001
"506","T131",1,"Herida de miembro inferior, nivel no especificado","",2001
"507","T140",1,"Traumatismos superficial de region no especificada del cuerpo","",2001
"508","T149",1,"Traumatismo, no especificado","",2001
"509","T181",1,"Cuerpo extraño en el esofago","",2001
"510","T189",2,"Cuerpo extraño en el tubo digestivo, parte no especificada","",2001
"511","T210",1,"Quemadura del tronco, grado no especificado","",2001
"512","T230",1,"Quemadura de la muñeca y de la mano, grado no especificado","",2001
"513","T240",1,"Quemadura de la cadera y del miembro inferior, grado no especificado, excepto tobillo y pie","",2001
"514","T250",3,"Quemadura del tobillo y del pie, grado no especificado","",2001
"515","T252",2,"Quemadura del tobillo y del pie, de segundo grado","",2001
"516","T290",1,"Quemaduras de multiples regiones, grado no especificado","",2001
"517","T300",1,"Quemadura de region del cuerpo y grado no especificados","",2001
"518","T509",2,"Envenenamiento por diureticos y otras drogas, medicamentos y sustancias biologicas no especificadas: otras drogas y sustancias biologicas, y las no especificadas","",2001
"519","T568",1,"Efecto toxico de metales: otros metales","",2001
"520","T630",1,"Efecto toxico del contacto con animales venenosos: veneno de serpiente","",2001
"521","T813",1,"Desgarro de herida operatoria, no clasificado en otra parte","",2001
"522","T814",7,"Infeccion consecutiva a procedimiento, no clasificada en otra parte","",2001
"523","T849",1,"Complicaciones no especificadas de dispositivos protesicos, implantes e injertos ortopedicos internos","",2001
"524","Z010",3,"Examen de ojos y de la vision","",2001
"525","Z014",1,"Examen ginecologico (general) (de rutina)","",2001
"526","Z018",1,"Otros examenes especiales especificados","",2001
"527","Z019",1,"Examen especial no especificado","",2001
"528","Z038",1,"Observacion por sospecha de otras enfermedades y afecciones","",2001
"529","Z130",1,"Examen de pesquisa especial para enfermedades de la sangre y organos hematopoyeticos y ciertos trastornos del mecanismo de la inmunidad","",2001
"530","Z302",2,"Esterilizacion","",2001
"531","Z305",4,"Supervision del uso de dispositivo anticonceptivo (intrauterino)","",2001
"532","Z310",1,"Tuboplastia o vasoplastia posterior a esterilizacion","",2001
"533","Z349",3,"Supervision de embarazo normal no especificado","",2001
"534","Z352",2,"Supervision de embarazo con otro riesgo en la historia obstetrica o reproductiva","",2001
"535","Z359",7,"Supervision de embarazo de alto riesgo, sin otra especificacion","",2001
"536","Z380",1,"Producto unico, nacido en hospital","",2001
"537","Z390",16,"Atencion y examen inmediatamente despues del parto","",2001
"538","Z392",2,"Seguimiento postparto, de rutina","",2001
"539","Z411",1,"Otras cirugias plasticas por razones esteticas","",2001
"540","Z419",1,"Procedimientos no especificado para otros propositos que no sean los de mejorar el estado de salud","",2001
"541","Z436",1,"Atencion de otros orificios artificiales de las vias urinarias","",2001
"542","Z438",2,"Atencion de otros orificios artificiales","",2001
"543","Z450",1,"Asistencia y ajuste de marcapaso cardiaco","",2001
"544","Z470",5,"Cuidados posteriores a la extraccion de placa u otro dispositivo de fijacion interna en fractura","",2001
"545","Z478",4,"Otros cuidados especificados posteriores a la ortopedia","",2001
"546","Z501",1,"Otras terapias fisicas","",2001
"547","Z509",1,"Atencion por procedimiento de rehabilitacion, no especificada","",2001
"548","Z511",1,"Sesion de quimioterapia por tumor","",2001
"549","Z512",18,"Otra quimioterapia","",2001
"550","Z540",4,"Convalecencia consecutiva a cirugia","",2001
"551","Z544",5,"Convalecencia consecutiva a tratamiento de fractura","",2001
"552","Z548",27,"Convalecencia consecutiva a otros tratamientos","",2001
"553","Z915",8,"Historia personal de lesion autoinfligida intencionalmente","",2001
"554","Z933",1,"Colostomia","",2001
"555","A010",2,"Fiebre tifoidea","",2002
"556","A028",1,"Otras infecciones especificadas como debidas a salmonella","",2002
"557","A039",1,"Shigelosis de tipo no especificado","",2002
"558","A060",1,"Disenteria amebiana aguda","",2002
"559","A080",2,"Enteritis debida a rotavirus","",2002
"560","A083",1,"Otras enteritis virales","",2002
"561","A084",4,"Infeccion intestinal viral, sin otra especificacion","",2002
"562","A162",3,"Tuberculosis de pulmon, sin mencion de confirmacion bacteriologica o histologica","",2002
"563","A165",1,"Pleuresia tuberculosa, sin mencion de confirmacion bacteriologica e histologica","",2002
"564","A379",5,"Tos ferina, no especificada","",2002
"565","A419",2,"Septicemia, no especificada","",2002
"566","A879",2,"Meningitis viral, sin otra especificacion","",2002
"567","B001",1,"Dermatitis vesicular herpetica","",2002
"568","B009",1,"Infeccion debida a el virus del herpes, no especificada","",2002
"569","B018",1,"Varicela con otras complicaciones","",2002
"570","B019",1,"Varicela sin complicaciones","",2002
"571","B029",2,"Herpes zoster sin complicaciones","",2002
"572","B081",1,"Molusco contagioso","",2002
"573","B159",3,"Hepatitis aguda tipo a, con coma hepatico","",2002
"574","B169",1,"Hepatitis aguda tipo b, sin agente delta y sin coma hepatico","",2002
"575","B199",1,"Hepatitis viral no especificada sin coma","",2002
"576","B206",1,"Enfermedad por vih, resultante en neumonia por pneumocystis carinii","",2002
"577","B207",1,"Enfermedad por vih, resultante en infecciones multiples","",2002
"578","B209",1,"Enfermedad por vih, resultante en enfermedad infecciosa o parasitaria no especificada","",2002
"579","B279",1,"Mononucleosis infecciosa, no especificada","",2002
"580","B368",1,"Otras micosis superficiales especificadas","",2002
"581","B678",1,"Equinococosis del higado, no especificada","",2002
"582","C111",4,"Tumor maligno de la pared posterior de la nasofaringe","",2002
"583","C153",1,"Tumor maligno del tercio superior del esofago","",2002
"584","C169",2,"Tumor maligno del estomago, parte no especificada","",2002
"585","C184",1,"Tumor maligno del colon transverso","",2002
"586","C189",6,"Tumor maligno del colon, parte no especificada","",2002
"587","C250",1,"Tumor maligno de la cabeza del pancreas","",2002
"588","C341",1,"Tumor maligno del lobulo superior, bronquio o pulmon","",2002
"589","C349",17,"Tumor maligno de los bronquios o del pulmon, parte no especificada","",2002
"590","C384",1,"Tumor maligno de la pleura","",2002
"591","C412",1,"Tumor maligno de la columna vertebral","",2002
"592","C509",10,"Tumor maligno de la mama, parte no especificada","",2002
"593","C539",2,"Tumor maligno del cuello del utero, sin otra especificacion","",2002
"594","C541",1,"Tumor maligno del endometrio","",2002
"595","C716",1,"Tumor maligno del cerebelo","",2002
"596","C772",1,"Tumor maligno de los ganglios linfaticos intraabdominales","",2002
"597","C780",1,"Tumor maligno secundario del pulmon","",2002
"598","C795",1,"Tumor maligno secundario de los huesos y de la medula osea","",2002
"599","C798",1,"Tumor maligno secundario de otros sitios especificados","",2002
"600","C859",6,"Linfoma no hodgkin, no especificado","",2002
"601","C900",2,"Mieloma multiple","",2002
"602","C910",1,"Leucemia linfoblastica aguda","",2002
"603","C920",4,"Leucemia mieloide aguda","",2002
"604","C921",1,"Leucemia mieloide cronica","",2002
"605","C950",2,"Leucemia aguda, celulas de tipo no especificado","",2002
"606","C957",1,"Otras leucemias de celulas de tipo no especificado","",2002
"607","D015",1,"Carcinoma in situ del higado, de la vesicula biliar y del conducto biliar","",2002
"608","D045",1,"Carcinoma in situ de la piel del tronco","",2002
"609","D069",2,"Carcinoma in situ del cuello del utero, parte no especificada","",2002
"610","D135",1,"Tumor benigno de las vias biliares extrahepaticas","",2002
"611","D143",1,"Tumor benigno de los bronquios y del pulmon","",2002
"612","D172",1,"Tumor benigno lipomatoso de piel y de tejido subcutaneo de miembros","",2002
"613","D177",1,"Tumor benigno lipomatoso de otros sitios especificados","",2002
"614","D180",1,"Hemangioma, de cualquier sitio","",2002
"615","D219",1,"Tumor benigno del tejido cunjuntivo y de otros tejidos blandos, de sitio no especificado","",2002
"616","D234",1,"Tumor benigno de la piel del cuero cabelludo y del cuello","",2002
"617","D259",5,"Leiomioma del utero, sin otra especificacion","",2002
"618","D269",16,"Tumor benigno del utero, parte no especificada","",2002
"619","D300",1,"Tumor benigno del riñon","",2002
"620","D303",1,"Tumor benigno de la vejiga","",2002
"621","D333",1,"Tumor benigno de los nervios craneales","",2002
"622","D376",2,"Tumor de comportamiento incierto o desconocido del higado, de la vesicula biliar y del conducto biliar","",2002
"623","D380",1,"Tumor de comportamiento incierto o desconocido de laringe","",2002
"624","D381",1,"Tumor de comportamiento incierto o desconocido de la traquea, de los bronquios y del pulmon","",2002
"625","D382",1,"Tumor de comportamiento incierto o desconocido de la pleura","",2002
"626","D391",1,"Tumor de comportamiento incierto o desconocido del ovario","",2002
"627","D397",4,"Tumor de comportamiento incierto o desconocido de otros organos genitales femeninos","",2002
"628","D410",1,"Tumor de comportamiento incierto o desconocido del riñon","",2002
"629","D412",1,"Tumor de comportamiento incierto o desconocido del ureter","",2002
"630","D414",1,"Tumor de comportamiento incierto o desconocido de la vejiga","",2002
"631","D432",1,"Tumor de comportamiento incierto o desconocido del encefalo, parte no especificada","",2002
"632","D479",2,"Tumores de comportamiento incierto o desconocido del tejido linfatico, de los organos hematopoyeticos y de tejidos afines, no especificados","",2002
"633","D480",2,"Tumor de comportamiento incierto o desconocido del hueso y cartilago articular","",2002
"634","D481",1,"Tumor de comportamiento incierto o desconocido del tejido conjuntivo y otro tejido blando","",2002
"635","D483",1,"Tumor de comportamiento incierto o desconocido del retroperitoneo","",2002
"636","D485",1,"Tumor de comportamiento incierto o desconocido de la piel","",2002
"637","D486",4,"Tumor de comportamiento incierto o desconocido de la mama","",2002
"638","D487",3,"Tumor de comportamiento incierto o desconocido de otros sitios especificados","",2002
