"","id10","COMUNA","dec10","N2001","N2002","N2003","N2004","N2005","N2006","N2007","N2008","N2009","N2010","N2011","N2012","N2013","N2014","N2015","N2016","N2017"
"216","A379",4102,"Tos ferina, no especificada",18,8,7,7,17,4,9,6,15,16,31,7,5,10,12,8,13
"217","A379",4301,"Tos ferina, no especificada",9,3,4,6,14,5,3,8,10,16,8,14,17,15,5,6,1
"218","A379",5101,"Tos ferina, no especificada",36,19,19,30,14,17,16,8,7,10,35,19,11,6,7,4,10
"219","A379",5109,"Tos ferina, no especificada",45,25,51,27,32,31,33,15,34,16,62,36,33,16,14,15,23
"220","A379",6101,"Tos ferina, no especificada",10,4,1,16,5,2,5,12,1,13,45,44,18,7,9,14,12
"221","A379",7101,"Tos ferina, no especificada",8,5,16,11,18,15,23,14,7,5,33,21,11,6,3,11,6
"222","A379",8101,"Tos ferina, no especificada",5,3,12,8,9,11,11,2,9,7,28,90,9,5,2,3,5
"223","A379",8202,"Tos ferina, no especificada",9,2,7,3,1,9,6,15,3,1,3,10,1,1,6,2,6
"224","A379",8301,"Tos ferina, no especificada",19,20,15,16,20,56,22,5,5,9,19,13,5,6,6,5,4
"225","A379",8401,"Tos ferina, no especificada",6,11,6,3,8,3,2,9,2,2,8,30,16,4,6,7,6
"226","A418",13101,"Otras septicemias especificadas",1,8,9,6,7,2,3,6,15,14,4,18,12,9,17,9,15
"227","A418",13126,"Otras septicemias especificadas",6,11,16,18,19,3,3,2,9,5,3,4,1,3,4,4,2
"228","A418",4102,"Otras septicemias especificadas",1,1,1,3,3,2,5,3,5,6,21,11,2,3,7,7,5
"229","A418",5109,"Otras septicemias especificadas",8,5,4,2,2,1,3,5,3,2,14,8,7,2,6,5,8
"230","A418",5601,"Otras septicemias especificadas",2,5,8,3,5,1,9,7,11,7,14,24,16,10,17,16,16
"231","A418",8401,"Otras septicemias especificadas",7,5,10,15,6,3,2,6,10,14,7,5,13,19,14,22,27
"232","A419",10101,"Septicemia, no especificada",31,15,39,33,32,30,52,48,33,29,25,39,65,56,55,37,22
"233","A419",10102,"Septicemia, no especificada",3,9,6,6,11,5,3,8,1,4,5,7,4,4,8,8,8
"234","A419",10107,"Septicemia, no especificada",3,3,9,7,5,10,7,3,5,5,5,8,15,3,13,5,5
"235","A419",10108,"Septicemia, no especificada",3,2,1,6,3,6,2,2,1,6,6,11,15,11,19,20,11
"236","A419",10109,"Septicemia, no especificada",3,4,5,2,4,10,11,6,7,5,6,9,7,4,4,5,3
"237","A419",10201,"Septicemia, no especificada",17,11,5,8,11,4,2,6,13,11,7,14,6,15,13,23,15
"238","A419",10202,"Septicemia, no especificada",10,11,17,26,22,14,20,19,14,24,29,19,25,25,13,25,29
"239","A419",10208,"Septicemia, no especificada",7,6,2,6,7,8,5,5,3,4,6,6,5,6,9,6,19
"240","A419",10301,"Septicemia, no especificada",37,30,24,37,26,33,34,30,44,31,26,45,61,40,57,81,63
"241","A419",10303,"Septicemia, no especificada",5,7,6,6,7,6,9,10,9,8,2,5,11,10,13,12,12
"242","A419",10305,"Septicemia, no especificada",8,5,1,2,2,4,4,3,6,5,1,5,8,18,15,9,9
"243","A419",1101,"Septicemia, no especificada",40,35,41,49,42,39,57,64,64,60,53,26,22,31,28,35,19
"244","A419",11101,"Septicemia, no especificada",13,11,12,14,13,11,17,11,9,11,21,23,13,18,21,15,21
"245","A419",11201,"Septicemia, no especificada",3,7,6,4,8,4,5,12,6,14,8,10,7,14,11,18,17
"246","A419",12101,"Septicemia, no especificada",31,33,30,41,48,25,22,27,24,19,26,25,19,35,37,26,22
"247","A419",12401,"Septicemia, no especificada",9,13,5,7,7,4,10,7,7,8,18,22,16,19,24,37,27
"248","A419",13101,"Septicemia, no especificada",40,49,70,60,49,53,72,56,72,59,84,73,75,105,55,56,67
"249","A419",13102,"Septicemia, no especificada",5,13,18,20,18,20,12,12,16,10,19,17,23,13,18,31,30
"250","A419",13103,"Septicemia, no especificada",28,22,21,16,19,24,22,19,20,21,27,11,28,32,37,59,46
"251","A419",13104,"Septicemia, no especificada",55,35,39,42,51,36,54,40,53,42,35,35,44,38,34,60,30
"252","A419",13105,"Septicemia, no especificada",43,37,39,35,45,50,57,81,83,82,91,87,94,114,91,84,115
"253","A419",13106,"Septicemia, no especificada",26,21,25,24,30,32,42,37,30,42,31,31,29,40,14,15,15
"254","A419",13107,"Septicemia, no especificada",15,10,12,9,15,14,26,14,18,18,20,16,13,22,15,24,16
"255","A419",13108,"Septicemia, no especificada",32,28,24,27,34,24,25,39,36,23,25,28,25,29,27,26,25
"256","A419",13109,"Septicemia, no especificada",13,22,25,28,32,48,60,40,46,49,58,47,79,57,52,41,65
"257","A419",13110,"Septicemia, no especificada",23,29,42,38,42,57,59,74,65,109,115,114,119,86,44,64,48
"258","A419",13111,"Septicemia, no especificada",16,14,29,33,36,37,57,37,42,48,33,44,71,78,57,89,138
"259","A419",13112,"Septicemia, no especificada",16,15,22,25,38,45,32,39,34,51,42,69,86,91,77,110,160
"260","A419",13113,"Septicemia, no especificada",3,9,8,15,16,16,22,15,25,19,9,11,11,12,9,15,21
"261","A419",13114,"Septicemia, no especificada",19,29,44,28,39,43,52,42,51,60,21,45,39,57,31,40,52
"262","A419",13115,"Septicemia, no especificada",2,1,10,4,5,9,5,10,7,15,6,5,6,13,5,4,11
"263","A419",13116,"Septicemia, no especificada",31,34,31,50,65,40,81,75,68,82,84,91,115,95,70,65,120
"264","A419",13117,"Septicemia, no especificada",19,5,15,10,10,6,12,11,12,14,20,17,20,29,21,33,30
"265","A419",13118,"Septicemia, no especificada",16,10,21,16,12,14,21,22,17,23,15,22,15,18,19,24,13
"266","A419",13119,"Septicemia, no especificada",32,47,38,61,55,60,55,65,70,64,77,91,148,93,79,103,134
"267","A419",13120,"Septicemia, no especificada",23,25,23,26,46,53,63,39,58,52,15,25,13,27,24,32,48
"268","A419",13121,"Septicemia, no especificada",22,26,41,46,41,58,82,78,60,68,87,89,89,91,69,71,138
"269","A419",13122,"Septicemia, no especificada",15,20,19,19,24,24,26,21,30,20,16,19,28,16,27,23,34
"270","A419",13123,"Septicemia, no especificada",23,24,26,21,37,27,33,31,42,26,18,19,26,29,17,25,24
"271","A419",13124,"Septicemia, no especificada",18,16,18,13,13,13,13,14,16,20,22,21,22,30,42,48,49
"272","A419",13125,"Septicemia, no especificada",10,18,11,20,13,7,16,27,16,15,15,12,26,22,29,29,19
"273","A419",13126,"Septicemia, no especificada",19,21,20,16,27,14,22,19,26,20,9,22,24,22,20,46,40
"274","A419",13127,"Septicemia, no especificada",40,42,54,39,39,40,64,42,75,52,43,37,42,49,47,51,30
"275","A419",13128,"Septicemia, no especificada",16,20,22,21,30,25,13,16,30,20,20,25,36,37,50,55,39
"276","A419",13129,"Septicemia, no especificada",24,31,16,26,42,63,51,69,67,63,68,47,83,77,55,76,82
"277","A419",13130,"Septicemia, no especificada",21,26,21,17,38,51,61,62,53,67,66,56,69,63,59,51,85
"278","A419",13131,"Septicemia, no especificada",15,11,10,12,18,33,29,37,31,51,27,37,48,56,50,78,124
"279","A419",13132,"Septicemia, no especificada",3,9,12,9,14,12,11,12,9,9,10,11,15,22,13,14,27
"280","A419",13201,"Septicemia, no especificada",31,27,36,45,50,67,56,109,98,112,135,164,191,203,171,129,149
"281","A419",13203,"Septicemia, no especificada",2,1,2,4,2,2,16,5,5,10,5,15,5,10,5,9,10
"282","A419",13301,"Septicemia, no especificada",13,10,8,11,14,16,22,16,18,12,17,11,20,26,17,14,19
"283","A419",13302,"Septicemia, no especificada",8,8,6,10,9,12,11,15,15,14,9,9,13,10,16,14,12
"284","A419",13303,"Septicemia, no especificada",3,3,1,4,3,3,4,1,2,7,5,4,1,4,6,3,6
"285","A419",13401,"Septicemia, no especificada",27,32,44,53,54,71,71,92,85,103,110,134,130,131,139,116,140
"286","A419",13402,"Septicemia, no especificada",11,8,11,7,17,19,28,18,18,21,8,9,19,27,17,21,25
"287","A419",13404,"Septicemia, no especificada",3,7,5,3,12,8,11,14,14,10,12,7,19,8,11,12,28
"288","A419",13501,"Septicemia, no especificada",16,9,15,14,21,29,17,26,20,27,26,34,49,58,72,34,43
"289","A419",13503,"Septicemia, no especificada",1,3,1,1,3,1,4,2,4,3,5,5,1,8,7,4,7
"290","A419",13601,"Septicemia, no especificada",5,8,15,12,7,12,14,9,18,10,7,13,8,23,13,10,22
"291","A419",13602,"Septicemia, no especificada",3,4,2,3,7,4,8,5,6,1,4,4,7,6,5,11,8
"292","A419",13604,"Septicemia, no especificada",1,5,4,7,7,6,6,8,9,8,6,10,8,12,10,15,20
"293","A419",13605,"Septicemia, no especificada",6,8,10,6,8,9,15,14,18,22,16,13,20,30,33,43,29
"294","A419",2101,"Septicemia, no especificada",65,56,53,47,59,70,92,102,57,71,98,86,67,111,140,115,118
"295","A419",2201,"Septicemia, no especificada",22,27,31,33,23,26,25,27,25,37,52,54,42,50,50,49,43
"296","A419",2301,"Septicemia, no especificada",13,3,5,9,13,13,10,8,10,4,8,7,14,3,16,10,8
"297","A419",3101,"Septicemia, no especificada",17,27,18,36,39,40,35,29,23,20,50,29,28,26,9,9,11
"298","A419",3201,"Septicemia, no especificada",2,3,1,2,3,3,3,5,2,4,8,5,2,1,3,7,5
"299","A419",3301,"Septicemia, no especificada",10,15,5,12,10,15,10,10,8,16,19,8,7,10,15,17,21
"300","A419",4101,"Septicemia, no especificada",4,12,13,8,22,25,29,27,48,42,36,43,38,63,39,52,31
"301","A419",4102,"Septicemia, no especificada",23,24,28,21,30,29,27,30,38,51,56,60,76,88,82,55,36
"302","A419",4201,"Septicemia, no especificada",7,9,6,11,8,9,7,9,11,20,11,4,11,4,8,4,6
"303","A419",4203,"Septicemia, no especificada",3,2,1,4,7,4,3,5,6,7,3,3,8,8,2,6,3
"304","A419",4204,"Septicemia, no especificada",3,3,1,2,10,6,3,4,9,2,10,10,19,6,13,3,6
"305","A419",4301,"Septicemia, no especificada",27,25,19,12,37,36,38,22,18,27,36,22,35,16,23,25,11
"306","A419",4302,"Septicemia, no especificada",9,1,2,7,4,2,3,2,5,4,2,3,4,4,7,5,2
"307","A419",5101,"Septicemia, no especificada",81,75,74,107,116,47,100,77,100,104,84,67,76,104,86,89,104
"308","A419",5102,"Septicemia, no especificada",3,5,4,2,3,57,1,5,9,6,4,2,6,2,11,12,8
"309","A419",5103,"Septicemia, no especificada",3,2,3,5,7,4,6,6,6,10,5,16,12,12,10,13,12
"310","A419",5107,"Septicemia, no especificada",3,2,7,6,3,5,5,2,9,8,12,5,9,11,11,13,17
"311","A419",5109,"Septicemia, no especificada",75,54,98,72,87,106,101,121,151,124,142,147,162,193,157,136,147
"312","A419",5301,"Septicemia, no especificada",18,6,19,19,15,17,22,14,32,25,21,16,18,29,44,21,25
"313","A419",5304,"Septicemia, no especificada",3,3,5,1,3,2,3,6,5,5,4,6,7,10,11,6,7
"314","A419",5401,"Septicemia, no especificada",9,12,8,8,8,14,11,19,16,20,19,7,13,10,8,8,19
"315","A419",5402,"Septicemia, no especificada",4,6,3,9,3,4,2,4,8,8,2,3,5,3,4,3,4
"316","A419",5501,"Septicemia, no especificada",43,15,13,14,13,26,36,34,45,55,33,20,29,31,31,18,19
"317","A419",5502,"Septicemia, no especificada",5,8,7,11,8,25,21,32,21,19,21,16,14,17,22,34,7
"318","A419",5504,"Septicemia, no especificada",3,2,4,1,1,4,2,2,7,5,6,4,4,8,2,3,4
"319","A419",5601,"Septicemia, no especificada",14,23,25,17,11,4,23,12,26,21,19,19,11,13,18,13,14
"320","A419",5701,"Septicemia, no especificada",14,19,16,14,13,8,13,14,14,8,15,19,11,5,2,10,12
"321","A419",5703,"Septicemia, no especificada",5,4,1,2,3,4,2,6,2,3,4,5,10,1,2,3,5
"322","A419",6101,"Septicemia, no especificada",69,66,71,70,86,118,101,111,111,100,87,85,72,59,68,61,55
"323","A419",6102,"Septicemia, no especificada",5,2,2,3,1,6,2,5,5,1,2,2,2,2,4,1,5
"324","A419",6105,"Septicemia, no especificada",4,5,1,5,2,5,9,5,6,5,4,4,3,6,6,7,7
"325","A419",6106,"Septicemia, no especificada",3,7,12,13,14,9,12,9,12,8,10,5,6,12,5,12,7
"326","A419",6107,"Septicemia, no especificada",2,4,6,6,3,6,7,2,4,1,3,6,8,5,5,9,8
"327","A419",6108,"Septicemia, no especificada",5,12,10,5,7,8,12,9,14,8,2,10,5,9,9,7,2
"328","A419",6110,"Septicemia, no especificada",5,7,5,12,5,8,8,7,2,5,10,3,8,3,2,6,3
"329","A419",6112,"Septicemia, no especificada",1,4,6,3,11,7,5,5,10,8,6,1,1,5,3,6,10
"330","A419",6113,"Septicemia, no especificada",1,6,7,13,3,4,2,5,7,6,9,7,4,8,6,8,4
"331","A419",6114,"Septicemia, no especificada",3,2,7,4,4,3,5,7,2,4,7,8,2,3,2,6,4
"332","A419",6115,"Septicemia, no especificada",19,24,14,26,27,20,24,27,21,26,36,35,19,20,26,41,31
"333","A419",6116,"Septicemia, no especificada",4,8,5,9,9,6,10,6,10,4,13,1,1,3,5,5,5
"334","A419",6117,"Septicemia, no especificada",13,12,13,13,11,11,10,16,16,15,14,30,17,11,25,37,43
"335","A419",6201,"Septicemia, no especificada",4,6,5,10,11,8,4,14,9,3,7,2,12,18,9,5,3
"336","A419",6301,"Septicemia, no especificada",12,32,19,20,32,32,31,23,23,26,32,13,35,25,21,30,29
"337","A419",6303,"Septicemia, no especificada",11,12,8,9,11,19,9,14,3,7,7,4,10,6,10,15,13
"338","A419",6305,"Septicemia, no especificada",2,1,4,2,4,4,13,1,8,3,5,3,2,8,4,4,5
"339","A419",6310,"Septicemia, no especificada",12,7,11,20,17,15,12,8,12,4,11,10,6,11,3,9,11
"340","A419",7101,"Septicemia, no especificada",20,16,21,14,14,27,33,19,26,36,36,51,47,53,56,60,35
"341","A419",7102,"Septicemia, no especificada",12,16,11,4,10,7,7,10,10,7,11,7,15,15,20,27,16
"342","A419",7109,"Septicemia, no especificada",4,3,4,1,3,1,2,2,1,5,10,3,7,7,11,8,4
"343","A419",7201,"Septicemia, no especificada",6,5,5,5,6,3,15,3,5,1,9,9,5,7,8,16,13
"344","A419",7301,"Septicemia, no especificada",40,37,36,23,29,24,18,9,12,10,19,15,20,47,37,59,33
"345","A419",7304,"Septicemia, no especificada",11,18,5,9,4,3,10,6,5,2,2,5,13,18,32,30,24
"346","A419",7308,"Septicemia, no especificada",11,5,6,5,4,10,2,2,2,1,1,2,4,5,6,6,6
"347","A419",7401,"Septicemia, no especificada",32,18,23,39,39,28,29,41,32,10,22,11,18,15,9,9,8
"348","A419",7404,"Septicemia, no especificada",7,6,5,10,10,6,10,16,5,8,13,9,9,12,11,13,13
"349","A419",7406,"Septicemia, no especificada",15,12,15,16,20,20,15,23,25,12,17,3,6,5,5,10,4
"350","A419",8101,"Septicemia, no especificada",21,30,22,25,18,66,72,70,83,73,59,75,101,106,60,62,92
"351","A419",8102,"Septicemia, no especificada",15,19,13,25,34,67,57,38,40,54,47,53,64,60,43,50,61
"352","A419",8103,"Septicemia, no especificada",4,3,2,14,5,13,23,16,28,19,13,22,30,15,22,29,29
"353","A419",8106,"Septicemia, no especificada",7,15,4,12,9,13,24,23,33,22,30,23,42,43,31,22,40
"354","A419",8107,"Septicemia, no especificada",12,21,12,10,19,14,5,7,8,8,16,18,10,32,10,1,3
"355","A419",8108,"Septicemia, no especificada",4,5,3,8,1,11,26,21,29,18,25,41,34,36,16,25,27
"356","A419",8109,"Septicemia, no especificada",3,3,3,5,7,5,6,13,9,5,3,12,9,10,14,11,13
"357","A419",8110,"Septicemia, no especificada",91,67,46,62,65,58,51,48,36,26,11,15,13,39,39,18,19
"358","A419",8111,"Septicemia, no especificada",4,15,7,11,17,14,17,10,21,20,10,18,19,16,12,10,7
"359","A419",8201,"Septicemia, no especificada",8,8,11,4,2,4,10,5,9,10,8,8,18,22,22,14,18
"360","A419",8202,"Septicemia, no especificada",5,3,4,4,3,4,9,10,7,9,8,11,11,13,11,15,7
"361","A419",8203,"Septicemia, no especificada",3,1,2,1,2,5,11,7,10,8,10,10,24,17,14,16,23
"362","A419",8205,"Septicemia, no especificada",8,6,7,4,1,5,11,15,20,19,7,13,11,13,10,18,7
"363","A419",8301,"Septicemia, no especificada",22,35,24,21,36,25,30,33,45,28,22,25,34,44,37,38,50
"364","A419",8303,"Septicemia, no especificada",2,5,7,3,4,3,5,1,7,4,5,3,7,1,1,5,5
"365","A419",8304,"Septicemia, no especificada",5,10,2,2,6,10,6,4,16,11,17,15,17,13,11,15,14
"366","A419",8305,"Septicemia, no especificada",6,10,5,14,7,5,9,8,4,5,5,9,10,7,6,1,6
"367","A419",8306,"Septicemia, no especificada",1,4,6,7,6,5,3,6,6,6,7,6,9,7,1,2,7
"368","A419",8311,"Septicemia, no especificada",1,4,3,3,3,2,5,3,4,3,4,2,1,2,1,1,4
"369","A419",8313,"Septicemia, no especificada",4,10,10,10,7,7,7,7,8,2,4,4,5,7,4,7,4
"370","A419",8401,"Septicemia, no especificada",39,30,35,39,29,35,38,18,21,25,44,47,44,49,48,61,54
"371","A419",8402,"Septicemia, no especificada",15,4,9,5,10,14,13,6,10,7,7,10,10,12,13,17,22
"372","A419",8404,"Septicemia, no especificada",13,13,1,8,5,4,6,5,4,8,8,9,10,6,3,11,14
"373","A419",8409,"Septicemia, no especificada",3,3,6,6,3,5,4,5,1,4,9,2,6,2,2,3,6
"374","A419",8413,"Septicemia, no especificada",3,5,1,2,2,6,2,3,5,4,4,5,5,11,11,14,14
"375","A419",8416,"Septicemia, no especificada",26,18,25,16,15,31,22,17,13,21,22,28,25,29,23,20,21
"376","A419",8418,"Septicemia, no especificada",7,2,6,6,5,6,4,2,4,1,4,2,9,3,5,3,10
"377","A419",8421,"Septicemia, no especificada",8,2,2,2,1,5,5,13,6,13,10,13,16,21,15,8,7
"378","A419",9101,"Septicemia, no especificada",36,29,20,23,11,12,18,9,15,14,25,12,32,43,41,31,39
"379","A419",9112,"Septicemia, no especificada",2,4,8,8,1,1,2,4,5,5,2,1,9,2,7,8,6
"380","A419",9115,"Septicemia, no especificada",1,1,3,2,2,2,2,4,3,2,3,5,1,2,3,3,4
"381","A419",9120,"Septicemia, no especificada",7,8,4,5,3,2,6,6,10,4,7,9,9,9,9,13,12
"382","A419",9201,"Septicemia, no especificada",13,10,14,23,8,10,7,10,10,3,8,6,9,8,21,27,23
"383","A419",9203,"Septicemia, no especificada",4,3,7,4,9,6,6,4,6,6,6,11,8,9,12,6,6
"384","A419",9204,"Septicemia, no especificada",1,5,4,1,2,1,2,1,1,3,1,2,4,2,4,6,2
"385","A419",9208,"Septicemia, no especificada",3,2,4,3,4,2,3,1,6,4,2,3,4,2,6,12,7
"386","A419",9210,"Septicemia, no especificada",1,8,14,17,8,14,21,6,5,11,8,11,5,9,10,9,16
"387","A419",9211,"Septicemia, no especificada",13,11,8,7,11,17,19,7,10,10,15,24,24,10,28,23,8
"388","A419",99999,"Septicemia, no especificada",43,3,19,17,7,13,10,11,18,14,8,10,14,21,12,5,21
"389","A499",1101,"Infeccion bacteriana, no especificada",14,10,25,22,26,39,21,45,33,38,19,8,13,17,11,11,6
"390","A499",13101,"Infeccion bacteriana, no especificada",5,2,7,2,5,6,3,5,11,7,6,8,8,10,10,16,8
"391","A499",13110,"Infeccion bacteriana, no especificada",10,3,6,8,7,6,2,10,10,8,16,9,11,15,8,8,10
"392","A499",13114,"Infeccion bacteriana, no especificada",6,3,7,6,7,6,10,5,13,11,7,11,12,7,42,47,38
"393","A499",13119,"Infeccion bacteriana, no especificada",1,7,5,6,14,8,10,7,7,7,12,10,7,8,15,18,9
"394","A499",13120,"Infeccion bacteriana, no especificada",1,7,1,2,2,4,5,4,6,6,8,10,12,3,2,3,6
"395","A499",13122,"Infeccion bacteriana, no especificada",1,6,1,2,5,5,5,4,9,4,7,17,3,4,4,7,2
"396","A499",13123,"Infeccion bacteriana, no especificada",1,5,7,1,7,5,5,4,8,4,5,1,4,3,6,8,4
"397","A499",13124,"Infeccion bacteriana, no especificada",3,2,2,4,1,7,2,3,2,2,6,8,4,4,5,1,4
"398","A499",13127,"Infeccion bacteriana, no especificada",5,9,3,3,5,4,3,7,9,9,1,8,4,3,5,4,1
"399","A499",13131,"Infeccion bacteriana, no especificada",1,4,5,5,1,3,2,4,5,3,7,2,9,4,3,2,5
"400","A499",13201,"Infeccion bacteriana, no especificada",12,7,4,5,12,16,7,16,12,17,15,30,27,45,28,49,37
"401","A499",13401,"Infeccion bacteriana, no especificada",1,1,4,3,7,4,10,13,10,10,11,14,13,5,15,8,14
"402","A499",2101,"Infeccion bacteriana, no especificada",3,2,8,4,6,19,11,18,10,14,18,15,7,11,15,16,20
"403","A499",5101,"Infeccion bacteriana, no especificada",21,14,22,22,25,10,19,21,16,24,24,26,15,12,23,17,13
"404","A499",5109,"Infeccion bacteriana, no especificada",26,40,35,22,22,26,16,29,31,31,25,28,16,17,19,23,23
"405","A499",5501,"Infeccion bacteriana, no especificada",1,3,8,3,3,4,2,7,7,11,8,8,5,4,10,10,4
"406","A499",6101,"Infeccion bacteriana, no especificada",6,4,7,8,8,15,7,9,27,20,20,6,15,19,16,9,14
"407","A499",8101,"Infeccion bacteriana, no especificada",1,5,7,9,5,7,8,7,5,6,8,11,13,14,7,12,17
"408","A499",8110,"Infeccion bacteriana, no especificada",1,3,2,5,7,6,8,4,4,7,10,6,7,8,10,10,21
"409","A499",8301,"Infeccion bacteriana, no especificada",1,2,1,3,8,9,3,7,13,13,9,3,4,5,7,14,14
"410","A509",13105,"Sifilis congenita, sin otra especificacion",1,1,3,7,6,12,8,6,5,3,2,2,2,5,8,4,3
"411","A509",13201,"Sifilis congenita, sin otra especificacion",3,3,2,5,1,1,2,1,2,2,2,2,3,6,7,8,2
"412","A509",2101,"Sifilis congenita, sin otra especificacion",6,2,5,2,1,2,3,3,4,2,3,1,2,2,2,3,1
"413","A630",10101,"Verrugas (venereas) anogenitales",6,10,8,6,4,4,5,2,10,2,5,12,12,13,1,6,4
"414","A630",10301,"Verrugas (venereas) anogenitales",7,6,6,3,5,5,3,2,2,1,8,5,11,12,5,7,7
"415","A630",1101,"Verrugas (venereas) anogenitales",14,12,9,23,8,6,20,21,6,3,9,10,17,8,3,1,11
"416","A630",12101,"Verrugas (venereas) anogenitales",9,14,10,10,5,15,5,5,5,14,5,6,1,6,4,7,10
"417","A630",13101,"Verrugas (venereas) anogenitales",20,6,11,11,11,8,16,9,24,21,24,37,54,61,71,48,62
"418","A630",13110,"Verrugas (venereas) anogenitales",7,5,4,4,2,4,4,11,12,4,4,2,15,24,12,11,10
"419","A630",13114,"Verrugas (venereas) anogenitales",9,9,9,8,10,8,9,11,14,14,13,13,15,17,16,29,16
"420","A630",13118,"Verrugas (venereas) anogenitales",5,1,8,3,3,6,4,13,7,7,3,3,9,4,6,6,7
"421","A630",13119,"Verrugas (venereas) anogenitales",6,9,12,6,8,8,10,11,17,10,10,10,19,20,26,17,15
"422","A630",13120,"Verrugas (venereas) anogenitales",7,8,9,8,5,10,8,9,12,12,5,8,10,13,16,17,22
"423","A630",13122,"Verrugas (venereas) anogenitales",5,10,9,5,2,5,2,6,6,8,6,7,10,5,10,1,4
"424","A630",13123,"Verrugas (venereas) anogenitales",6,4,7,7,7,9,2,6,12,14,8,16,21,22,24,12,14
"425","A630",13124,"Verrugas (venereas) anogenitales",3,2,4,1,2,4,5,1,1,3,1,6,5,5,8,4,5
"426","A630",13127,"Verrugas (venereas) anogenitales",3,3,4,2,1,3,2,5,8,6,2,12,9,10,7,5,5
"427","A630",13132,"Verrugas (venereas) anogenitales",3,2,7,1,3,1,6,6,6,5,2,3,6,7,5,4,7
"428","A630",13201,"Verrugas (venereas) anogenitales",5,3,4,5,4,10,8,15,12,12,7,10,21,17,8,13,21
"429","A630",13401,"Verrugas (venereas) anogenitales",1,2,9,6,4,4,5,3,9,7,5,8,4,10,4,11,8
"430","A630",2101,"Verrugas (venereas) anogenitales",18,16,8,15,7,17,15,14,7,13,25,31,24,18,17,8,8
"431","A630",2201,"Verrugas (venereas) anogenitales",5,5,7,6,4,4,4,10,21,20,17,6,4,2,1,6,3
"432","A630",4101,"Verrugas (venereas) anogenitales",11,20,18,9,10,2,2,1,1,3,7,4,1,3,2,3,1
"433","A630",5101,"Verrugas (venereas) anogenitales",10,7,8,10,10,7,5,5,4,15,11,7,4,4,12,12,8
"434","A630",5109,"Verrugas (venereas) anogenitales",4,8,6,5,6,1,7,6,8,7,14,11,15,7,12,7,7
"435","A630",5501,"Verrugas (venereas) anogenitales",16,6,9,8,4,4,1,4,1,5,6,2,7,9,15,13,8
"436","A630",7101,"Verrugas (venereas) anogenitales",4,9,3,7,8,3,4,6,1,1,6,3,6,6,4,13,6
"437","A630",8110,"Verrugas (venereas) anogenitales",4,9,7,2,2,2,3,1,4,2,5,2,6,6,7,1,3
"438","A879",10101,"Meningitis viral, sin otra especificacion",22,8,46,14,35,100,133,20,22,20,7,12,14,9,11,18,4
"439","A879",13101,"Meningitis viral, sin otra especificacion",8,25,21,24,54,63,40,19,19,19,18,26,24,11,29,23,18
"440","A879",13104,"Meningitis viral, sin otra especificacion",17,12,19,14,39,64,24,3,14,5,4,13,10,6,22,7,5
"441","A879",13105,"Meningitis viral, sin otra especificacion",2,4,9,8,7,52,10,4,5,4,2,7,5,3,6,3,4
"442","A879",13106,"Meningitis viral, sin otra especificacion",8,4,23,9,21,43,8,6,7,5,3,10,2,3,11,4,9
"443","A879",13107,"Meningitis viral, sin otra especificacion",14,13,15,9,16,30,13,7,5,5,4,7,7,6,11,6,1
"444","A879",13108,"Meningitis viral, sin otra especificacion",6,6,13,12,8,48,19,7,6,2,5,3,4,8,10,6,6
"445","A879",13109,"Meningitis viral, sin otra especificacion",2,3,11,9,11,12,5,4,2,2,3,5,3,5,5,6,1
"446","A879",13110,"Meningitis viral, sin otra especificacion",9,16,26,16,22,43,29,13,12,4,11,23,12,5,18,8,8
